3150	3	0.3048	55.5	0.00452492	120.189	240.378
4000	3	0.3048	55.5	0.00452492	118.689	237.378
5000	3	0.3048	55.5	0.00452492	117.309	234.618
6300	3	0.3048	55.5	0.00452492	115.679	231.358
8000	3	0.3048	55.5	0.00452492	113.799	227.598
10000	3	0.3048	55.5	0.00452492	112.169	224.338
315	3	0.3048	39.6	0.00495741	123.312	246.624
400	3	0.3048	39.6	0.00495741	125.472	250.944
500	3	0.3048	39.6	0.00495741	127.632	255.264
630	3	0.3048	39.6	0.00495741	129.292	258.584
800	3	0.3048	39.6	0.00495741	129.552	259.104
1000	3	0.3048	39.6	0.00495741	128.312	256.624
1250	3	0.3048	39.6	0.00495741	125.802	251.604
1600	3	0.3048	39.6	0.00495741	122.782	245.564
2000	3	0.3048	39.6	0.00495741	120.532	241.064
2500	3	0.3048	39.6	0.00495741	120.162	240.324
3150	3	0.3048	39.6	0.00495741	118.922	237.844
4000	3	0.3048	39.6	0.00495741	116.792	233.584
5000	3	0.3048	39.6	0.00495741	115.792	231.584
6300	3	0.3048	39.6	0.00495741	114.042	228.084
8000	3	0.3048	39.6	0.00495741	110.652	221.304
315	3	0.3048	31.7	0.00529514	123.118	246.236
400	3	0.3048	31.7	0.00529514	125.398	250.796
500	3	0.3048	31.7	0.00529514	127.548	255.096
630	3	0.3048	31.7	0.00529514	128.698	257.396
800	3	0.3048	31.7	0.00529514	128.708	257.416
1000	3	0.3048	31.7	0.00529514	126.838	253.676
1250	3	0.3048	31.7	0.00529514	124.838	249.676
1600	3	0.3048	31.7	0.00529514	122.088	244.176
2000	3	0.3048	31.7	0.00529514	120.088	240.176
2500	3	0.3048	31.7	0.00529514	119.598	239.196
3150	3	0.3048	31.7	0.00529514	118.108	236.216
4000	3	0.3048	31.7	0.00529514	115.608	231.216
5000	3	0.3048	31.7	0.00529514	113.858	227.716
6300	3	0.3048	31.7	0.00529514	109.718	219.436
250	4	0.3048	71.3	0.00497773	126.395	252.790
315	4	0.3048	71.3	0.00497773	128.175	256.350
400	4	0.3048	71.3	0.00497773	129.575	259.150
500	4	0.3048	71.3	0.00497773	130.715	261.430
630	4	0.3048	71.3	0.00497773	131.615	263.230
800	4	0.3048	71.3	0.00497773	131.755	263.510
1000	4	0.3048	71.3	0.00497773	131.015	262.030
1250	4	0.3048	71.3	0.00497773	129.395	258.790
1600	4	0.3048	71.3	0.00497773	126.645	253.290
2000	4	0.3048	71.3	0.00497773	124.395	248.790
2500	4	0.3048	71.3	0.00497773	123.775	247.550
3150	4	0.3048	71.3	0.00497773	121.775	243.550
4000	4	0.3048	71.3	0.00497773	119.535	239.070
5000	4	0.3048	71.3	0.00497773	117.785	235.570
6300	4	0.3048	71.3	0.00497773	116.165	232.330
8000	4	0.3048	71.3	0.00497773	113.665	227.330
10000	4	0.3048	71.3	0.00497773	110.905	221.810
12500	4	0.3048	71.3	0.00497773	107.405	214.810
250	4	0.3048	39.6	0.00579636	123.543	247.086
315	4	0.3048	39.6	0.00579636	126.843	253.686
400	4	0.3048	39.6	0.00579636	128.633	257.266
500	4	0.3048	39.6	0.00579636	130.173	260.346
630	4	0.3048	39.6	0.00579636	131.073	262.146
800	4	0.3048	39.6	0.00579636	130.723	261.446
1000	4	0.3048	39.6	0.00579636	128.723	257.446
1250	4	0.3048	39.6	0.00579636	126.343	252.686
1600	4	0.3048	39.6	0.00579636	123.213	246.426
2000	4	0.3048	39.6	0.00579636	120.963	241.926
2500	4	0.3048	39.6	0.00579636	120.233	240.466
3150	4	0.3048	39.6	0.00579636	118.743	237.486
4000	4	0.3048	39.6	0.00579636	115.863	231.726
5000	4	0.3048	39.6	0.00579636	113.733	227.466
1250	0	0.2286	71.3	0.00214345	128.144	256.288
1600	0	0.2286	71.3	0.00214345	129.134	258.268
2000	0	0.2286	71.3	0.00214345	128.244	256.488
2500	0	0.2286	71.3	0.00214345	128.354	256.708
3150	0	0.2286	71.3	0.00214345	127.834	255.668
4000	0	0.2286	71.3	0.00214345	125.824	251.648
5000	0	0.2286	71.3	0.00214345	124.304	248.608
6300	0	0.2286	71.3	0.00214345	122.044	244.088
8000	0	0.2286	71.3	0.00214345	118.024	236.048
10000	0	0.2286	71.3	0.00214345	118.134	236.268
12500	0	0.2286	71.3	0.00214345	117.624	235.248
16000	0	0.2286	71.3	0.00214345	114.984	229.968
