3150	3	0.3048	55.5	0.00452492	120.189	240.378
4000	3	0.3048	55.5	0.00452492	118.689	237.378
5000	3	0.3048	55.5	0.00452492	117.309	234.618
6300	3	0.3048	55.5	0.00452492	115.679	231.358
8000	3	0.3048	55.5	0.00452492	113.799	227.598
10000	3	0.3048	55.5	0.00452492	112.169	224.338
315	3	0.3048	39.6	0.00495741	123.312	246.624
400	3	0.3048	39.6	0.00495741	125.472	250.944
500	3	0.3048	39.6	0.00495741	127.632	255.264
630	3	0.3048	39.6	0.00495741	129.292	258.584
800	3	0.3048	39.6	0.00495741	129.552	259.104
1000	3	0.3048	39.6	0.00495741	128.312	256.624
1250	3	0.3048	39.6	0.00495741	125.802	251.604
1600	3	0.3048	39.6	0.00495741	122.782	245.564
2000	3	0.3048	39.6	0.00495741	120.532	241.064
2500	3	0.3048	39.6	0.00495741	120.162	240.324
3150	3	0.3048	39.6	0.00495741	118.922	237.844
4000	3	0.3048	39.6	0.00495741	116.792	233.584
5000	3	0.3048	39.6	0.00495741	115.792	231.584
6300	3	0.3048	39.6	0.00495741	114.042	228.084
8000	3	0.3048	39.6	0.00495741	110.652	221.304
315	3	0.3048	31.7	0.00529514	123.118	246.236
400	3	0.3048	31.7	0.00529514	125.398	250.796
500	3	0.3048	31.7	0.00529514	127.548	255.096
630	3	0.3048	31.7	0.00529514	128.698	257.396
800	3	0.3048	31.7	0.00529514	128.708	257.416
1000	3	0.3048	31.7	0.00529514	126.838	253.676
1250	3	0.3048	31.7	0.00529514	124.838	249.676
1600	3	0.3048	31.7	0.00529514	122.088	244.176
2000	3	0.3048	31.7	0.00529514	120.088	240.176
2500	3	0.3048	31.7	0.00529514	119.598	239.196
3150	3	0.3048	31.7	0.00529514	118.108	236.216
4000	3	0.3048	31.7	0.00529514	115.608	231.216
5000	3	0.3048	31.7	0.00529514	113.858	227.716
6300	3	0.3048	31.7	0.00529514	109.718	219.436
250	4	0.3048	71.3	0.00497773	126.395	252.790
315	4	0.3048	71.3	0.00497773	128.175	256.350
400	4	0.3048	71.3	0.00497773	129.575	259.150
500	4	0.3048	71.3	0.00497773	130.715	261.430
630	4	0.3048	71.3	0.00497773	131.615	263.230
800	4	0.3048	71.3	0.00497773	131.755	263.510
1000	4	0.3048	71.3	0.00497773	131.015	262.030
1250	4	0.3048	71.3	0.00497773	129.395	258.790
1600	4	0.3048	71.3	0.00497773	126.645	253.290
2000	4	0.3048	71.3	0.00497773	124.395	248.790
2500	4	0.3048	71.3	0.00497773	123.775	247.550
3150	4	0.3048	71.3	0.00497773	121.775	243.550
4000	4	0.3048	71.3	0.00497773	119.535	239.070
5000	4	0.3048	71.3	0.00497773	117.785	235.570
6300	4	0.3048	71.3	0.00497773	116.165	232.330
8000	4	0.3048	71.3	0.00497773	113.665	227.330
10000	4	0.3048	71.3	0.00497773	110.905	221.810
12500	4	0.3048	71.3	0.00497773	107.405	214.810
250	4	0.3048	39.6	0.00579636	123.543	247.086
315	4	0.3048	39.6	0.00579636	126.843	253.686
400	4	0.3048	39.6	0.00579636	128.633	257.266
500	4	0.3048	39.6	0.00579636	130.173	260.346
630	4	0.3048	39.6	0.00579636	131.073	262.146
800	4	0.3048	39.6	0.00579636	130.723	261.446
1000	4	0.3048	39.6	0.00579636	128.723	257.446
1250	4	0.3048	39.6	0.00579636	126.343	252.686
1600	4	0.3048	39.6	0.00579636	123.213	246.426
2000	4	0.3048	39.6	0.00579636	120.963	241.926
2500	4	0.3048	39.6	0.00579636	120.233	240.466
3150	4	0.3048	39.6	0.00579636	118.743	237.486
4000	4	0.3048	39.6	0.00579636	115.863	231.726
5000	4	0.3048	39.6	0.00579636	113.733	227.466
1250	0	0.2286	71.3	0.00214345	128.144	256.288
1600	0	0.2286	71.3	0.00214345	129.134	258.268
2000	0	0.2286	71.3	0.00214345	128.244	256.488
2500	0	0.2286	71.3	0.00214345	128.354	256.708
3150	0	0.2286	71.3	0.00214345	127.834	255.668
4000	0	0.2286	71.3	0.00214345	125.824	251.648
5000	0	0.2286	71.3	0.00214345	124.304	248.608
6300	0	0.2286	71.3	0.00214345	122.044	244.088
8000	0	0.2286	71.3	0.00214345	118.024	236.048
10000	0	0.2286	71.3	0.00214345	118.134	236.268
12500	0	0.2286	71.3	0.00214345	117.624	235.248
16000	0	0.2286	71.3	0.00214345	114.984	229.968
20000	0	0.2286	71.3	0.00214345	114.474	228.948
315	0	0.2286	55.5	0.00229336	119.540	239.080
400	0	0.2286	55.5	0.00229336	121.660	243.320
500	0	0.2286	55.5	0.00229336	123.780	247.560
630	0	0.2286	55.5	0.00229336	126.160	252.320
800	0	0.2286	55.5	0.00229336	127.530	255.060
1000	0	0.2286	55.5	0.00229336	128.290	256.580
1250	0	0.2286	55.5	0.00229336	127.910	255.820
1600	0	0.2286	55.5	0.00229336	126.790	253.580
2000	0	0.2286	55.5	0.00229336	126.540	253.080
2500	0	0.2286	55.5	0.00229336	126.540	253.080
3150	0	0.2286	55.5	0.00229336	125.160	250.320
4000	0	0.2286	55.5	0.00229336	123.410	246.820
5000	0	0.2286	55.5	0.00229336	122.410	244.820
6300	0	0.2286	55.5	0.00229336	118.410	236.820
315	0	0.2286	39.6	0.00253511	121.055	242.110
400	0	0.2286	39.6	0.00253511	123.565	247.130
500	0	0.2286	39.6	0.00253511	126.195	252.390
630	0	0.2286	39.6	0.00253511	128.705	257.410
800	0	0.2286	39.6	0.00253511	130.205	260.410
1000	0	0.2286	39.6	0.00253511	130.435	260.870
1250	0	0.2286	39.6	0.00253511	129.395	258.790
1600	0	0.2286	39.6	0.00253511	127.095	254.190
2000	0	0.2286	39.6	0.00253511	125.305	250.610
2500	0	0.2286	39.6	0.00253511	125.025	250.050
3150	0	0.2286	39.6	0.00253511	124.625	249.250
4000	0	0.2286	39.6	0.00253511	123.465	246.930
5000	0	0.2286	39.6	0.00253511	122.175	244.350
6300	0	0.2286	39.6	0.00253511	117.465	234.930
315	0	0.2286	31.7	0.0027238	120.595	241.190
400	0	0.2286	31.7	0.0027238	123.635	247.270
500	0	0.2286	31.7	0.0027238	126.675	253.350
630	0	0.2286	31.7	0.0027238	129.465	258.930
800	0	0.2286	31.7	0.0027238	130.725	261.450
1000	0	0.2286	31.7	0.0027238	130.595	261.190
1250	0	0.2286	31.7	0.0027238	128.805	257.610
1600	0	0.2286	31.7	0.0027238	125.625	251.250
2000	0	0.2286	31.7	0.0027238	123.455	246.910
2500	0	0.2286	31.7	0.0027238	123.445	246.890
3150	0	0.2286	31.7	0.0027238	123.445	246.890
4000	0	0.2286	31.7	0.0027238	122.035	244.070
5000	0	0.2286	31.7	0.0027238	120.505	241.010
6300	0	0.2286	31.7	0.0027238	116.815	233.630
400	2	0.2286	71.3	0.00293031	125.116	250.232
500	2	0.2286	71.3	0.00293031	126.486	252.972
630	2	0.2286	71.3	0.00293031	127.356	254.712
800	2	0.2286	71.3	0.00293031	128.216	256.432
1000	2	0.2286	71.3	0.00293031	128.956	257.912
1250	2	0.2286	71.3	0.00293031	128.816	257.632
1600	2	0.2286	71.3	0.00293031	127.796	255.592
2000	2	0.2286	71.3	0.00293031	126.896	253.792
2500	2	0.2286	71.3	0.00293031	127.006	254.012
3150	2	0.2286	71.3	0.00293031	126.116	252.232
4000	2	0.2286	71.3	0.00293031	124.086	248.172
5000	2	0.2286	71.3	0.00293031	122.816	245.632
6300	2	0.2286	71.3	0.00293031	120.786	241.572
8000	2	0.2286	71.3	0.00293031	115.996	231.992
10000	2	0.2286	71.3	0.00293031	113.086	226.172
400	2	0.2286	55.5	0.00313525	122.292	244.584
500	2	0.2286	55.5	0.00313525	124.692	249.384
630	2	0.2286	55.5	0.00313525	126.842	253.684
800	2	0.2286	55.5	0.00313525	128.492	256.984
1000	2	0.2286	55.5	0.00313525	129.002	258.004
1250	2	0.2286	55.5	0.00313525	128.762	257.524
1600	2	0.2286	55.5	0.00313525	126.752	253.504
2000	2	0.2286	55.5	0.00313525	124.612	249.224
2500	2	0.2286	55.5	0.00313525	123.862	247.724
3150	2	0.2286	55.5	0.00313525	123.742	247.484
4000	2	0.2286	55.5	0.00313525	122.232	244.464
5000	2	0.2286	55.5	0.00313525	120.472	240.944
6300	2	0.2286	55.5	0.00313525	118.712	237.424
315	2	0.2286	39.6	0.00346574	120.137	240.274
400	2	0.2286	39.6	0.00346574	122.147	244.294
500	2	0.2286	39.6	0.00346574	125.157	250.314
630	2	0.2286	39.6	0.00346574	127.417	254.834
800	2	0.2286	39.6	0.00346574	129.037	258.074
1000	2	0.2286	39.6	0.00346574	129.147	258.294
1250	2	0.2286	39.6	0.00346574	128.257	256.514
1600	2	0.2286	39.6	0.00346574	125.837	251.674
2000	2	0.2286	39.6	0.00346574	122.797	245.594
2500	2	0.2286	39.6	0.00346574	121.397	242.794
3150	2	0.2286	39.6	0.00346574	121.627	243.254
4000	2	0.2286	39.6	0.00346574	120.227	240.454
5000	2	0.2286	39.6	0.00346574	118.827	237.654
6300	2	0.2286	39.6	0.00346574	116.417	232.834
315	2	0.2286	31.7	0.00372371	120.147	240.294
400	2	0.2286	31.7	0.00372371	123.417	246.834
500	2	0.2286	31.7	0.00372371	126.677	253.354
630	2	0.2286	31.7	0.00372371	129.057	258.114
800	2	0.2286	31.7	0.00372371	130.307	260.614
1000	2	0.2286	31.7	0.00372371	130.307	260.614
1250	2	0.2286	31.7	0.00372371	128.677	257.354
1600	2	0.2286	31.7	0.00372371	125.797	251.594
2000	2	0.2286	31.7	0.00372371	123.037	246.074
2500	2	0.2286	31.7	0.00372371	121.407	242.814
3150	2	0.2286	31.7	0.00372371	121.527	243.054
4000	2	0.2286	31.7	0.00372371	120.527	241.054
5000	2	0.2286	31.7	0.00372371	118.267	236.534
6300	2	0.2286	31.7	0.00372371	115.137	230.274
500	4	0.2286	71.3	0.00400603	126.758	253.516
630	4	0.2286	71.3	0.00400603	129.038	258.076
800	4	0.2286	71.3	0.00400603	130.688	261.376
1000	4	0.2286	71.3	0.00400603	131.708	263.416
1250	4	0.2286	71.3	0.00400603	131.718	263.436
1600	4	0.2286	71.3	0.00400603	129.468	258.936
2000	4	0.2286	71.3	0.00400603	126.218	252.436
2500	4	0.2286	71.3	0.00400603	124.338	248.676
3150	4	0.2286	71.3	0.00400603	124.108	248.216
4000	4	0.2286	71.3	0.00400603	121.728	243.456
5000	4	0.2286	71.3	0.00400603	121.118	242.236
6300	4	0.2286	71.3	0.00400603	118.618	237.236
8000	4	0.2286	71.3	0.00400603	112.848	225.696
10000	4	0.2286	71.3	0.00400603	113.108	226.216
12500	4	0.2286	71.3	0.00400603	114.258	228.516
16000	4	0.2286	71.3	0.00400603	112.768	225.536
20000	4	0.2286	71.3	0.00400603	109.638	219.276
400	4	0.2286	55.5	0.0042862	123.274	246.548
500	4	0.2286	55.5	0.0042862	127.314	254.628
630	4	0.2286	55.5	0.0042862	129.964	259.928
800	4	0.2286	55.5	0.0042862	131.864	263.728
1000	4	0.2286	55.5	0.0042862	132.134	264.268
1250	4	0.2286	55.5	0.0042862	131.264	262.528
1600	4	0.2286	55.5	0.0042862	128.264	256.528
2000	4	0.2286	55.5	0.0042862	124.254	248.508
2500	4	0.2286	55.5	0.0042862	122.384	244.768
3150	4	0.2286	55.5	0.0042862	122.394	244.788
4000	4	0.2286	55.5	0.0042862	120.654	241.308
5000	4	0.2286	55.5	0.0042862	120.034	240.068
6300	4	0.2286	55.5	0.0042862	117.154	234.308
8000	4	0.2286	55.5	0.0042862	112.524	225.048
315	4	0.2286	39.6	0.00473801	122.229	244.458
400	4	0.2286	39.6	0.00473801	123.879	247.758
500	4	0.2286	39.6	0.00473801	127.039	254.078
630	4	0.2286	39.6	0.00473801	129.579	259.158
800	4	0.2286	39.6	0.00473801	130.469	260.938
1000	4	0.2286	39.6	0.00473801	129.969	259.938
1250	4	0.2286	39.6	0.00473801	128.339	256.678
1600	4	0.2286	39.6	0.00473801	125.319	250.638
2000	4	0.2286	39.6	0.00473801	121.659	243.318
2500	4	0.2286	39.6	0.00473801	119.649	239.298
3150	4	0.2286	39.6	0.00473801	120.419	240.838
4000	4	0.2286	39.6	0.00473801	119.159	238.318
5000	4	0.2286	39.6	0.00473801	117.649	235.298
6300	4	0.2286	39.6	0.00473801	114.249	228.498
8000	4	0.2286	39.6	0.00473801	113.129	226.258
250	4	0.2286	31.7	0.00509068	120.189	240.378
315	4	0.2286	31.7	0.00509068	123.609	247.218
400	4	0.2286	31.7	0.00509068	126.149	252.298
500	4	0.2286	31.7	0.00509068	128.939	257.878
630	4	0.2286	31.7	0.00509068	130.349	260.698
800	4	0.2286	31.7	0.00509068	130.869	261.738
1000	4	0.2286	31.7	0.00509068	129.869	259.738
1250	4	0.2286	31.7	0.00509068	128.119	256.238
1600	4	0.2286	31.7	0.00509068	125.229	250.458
2000	4	0.2286	31.7	0.00509068	122.089	244.178
2500	4	0.2286	31.7	0.00509068	120.209	240.418
3150	4	0.2286	31.7	0.00509068	120.229	240.458
4000	4	0.2286	31.7	0.00509068	118.859	237.718
5000	4	0.2286	31.7	0.00509068	115.969	231.938
6300	4	0.2286	31.7	0.00509068	112.699	225.398
400	5.3	0.2286	71.3	0.0051942	127.700	255.400
500	5.3	0.2286	71.3	0.0051942	129.880	259.760
630	5.3	0.2286	71.3	0.0051942	131.800	263.600
800	5.3	0.2286	71.3	0.0051942	133.480	266.960
1000	5.3	0.2286	71.3	0.0051942	134.000	268.000
1250	5.3	0.2286	71.3	0.0051942	133.380	266.760
1600	5.3	0.2286	71.3	0.0051942	130.460	260.920
2000	5.3	0.2286	71.3	0.0051942	125.890	251.780
2500	5.3	0.2286	71.3	0.0051942	123.740	247.480
3150	5.3	0.2286	71.3	0.0051942	123.120	246.240
4000	5.3	0.2286	71.3	0.0051942	120.330	240.660
5000	5.3	0.2286	71.3	0.0051942	118.050	236.100
6300	5.3	0.2286	71.3	0.0051942	116.920	233.840
8000	5.3	0.2286	71.3	0.0051942	114.900	229.800
10000	5.3	0.2286	71.3	0.0051942	111.350	222.700
250	5.3	0.2286	39.6	0.00614329	127.011	254.022
315	5.3	0.2286	39.6	0.00614329	129.691	259.382
400	5.3	0.2286	39.6	0.00614329	131.221	262.442
500	5.3	0.2286	39.6	0.00614329	132.251	264.502
630	5.3	0.2286	39.6	0.00614329	132.011	264.022
800	5.3	0.2286	39.6	0.00614329	129.491	258.982
1000	5.3	0.2286	39.6	0.00614329	125.581	251.162
1250	5.3	0.2286	39.6	0.00614329	125.721	251.442
1600	5.3	0.2286	39.6	0.00614329	123.081	246.162
2000	5.3	0.2286	39.6	0.00614329	117.911	235.822
2500	5.3	0.2286	39.6	0.00614329	116.151	232.302
3150	5.3	0.2286	39.6	0.00614329	118.441	236.882
4000	5.3	0.2286	39.6	0.00614329	115.801	231.602
5000	5.3	0.2286	39.6	0.00614329	115.311	230.622
6300	5.3	0.2286	39.6	0.00614329	112.541	225.082
200	7.3	0.2286	71.3	0.0104404	138.758	277.516
250	7.3	0.2286	71.3	0.0104404	139.918	279.836
315	7.3	0.2286	71.3	0.0104404	139.808	279.616
400	7.3	0.2286	71.3	0.0104404	139.438	278.876
500	7.3	0.2286	71.3	0.0104404	136.798	273.596
630	7.3	0.2286	71.3	0.0104404	133.768	267.536
800	7.3	0.2286	71.3	0.0104404	130.748	261.496
1000	7.3	0.2286	71.3	0.0104404	126.838	253.676
1250	7.3	0.2286	71.3	0.0104404	127.358	254.716
1600	7.3	0.2286	71.3	0.0104404	125.728	251.456
2000	7.3	0.2286	71.3	0.0104404	122.708	245.416
2500	7.3	0.2286	71.3	0.0104404	122.088	244.176
3150	7.3	0.2286	71.3	0.0104404	120.458	240.916
4000	7.3	0.2286	71.3	0.0104404	119.208	238.416
5000	7.3	0.2286	71.3	0.0104404	115.298	230.596
6300	7.3	0.2286	71.3	0.0104404	115.818	231.636
200	7.3	0.2286	55.5	0.0111706	135.234	270.468
250	7.3	0.2286	55.5	0.0111706	136.384	272.768
315	7.3	0.2286	55.5	0.0111706	136.284	272.568
400	7.3	0.2286	55.5	0.0111706	135.924	271.848
500	7.3	0.2286	55.5	0.0111706	133.174	266.348
630	7.3	0.2286	55.5	0.0111706	130.934	261.868
800	7.3	0.2286	55.5	0.0111706	128.444	256.888
1000	7.3	0.2286	55.5	0.0111706	125.194	250.388
1250	7.3	0.2286	55.5	0.0111706	125.724	251.448
1600	7.3	0.2286	55.5	0.0111706	123.354	246.708
2000	7.3	0.2286	55.5	0.0111706	120.354	240.708
2500	7.3	0.2286	55.5	0.0111706	118.994	237.988
3150	7.3	0.2286	55.5	0.0111706	117.134	234.268
4000	7.3	0.2286	55.5	0.0111706	117.284	234.568
5000	7.3	0.2286	55.5	0.0111706	113.144	226.288
6300	7.3	0.2286	55.5	0.0111706	111.534	223.068
200	7.3	0.2286	39.6	0.0123481	130.989	261.978
250	7.3	0.2286	39.6	0.0123481	131.889	263.778
315	7.3	0.2286	39.6	0.0123481	132.149	264.298
400	7.3	0.2286	39.6	0.0123481	132.039	264.078
500	7.3	0.2286	39.6	0.0123481	130.299	260.598
630	7.3	0.2286	39.6	0.0123481	128.929	257.858
800	7.3	0.2286	39.6	0.0123481	126.299	252.598
1000	7.3	0.2286	39.6	0.0123481	122.539	245.078
1250	7.3	0.2286	39.6	0.0123481	123.189	246.378
1600	7.3	0.2286	39.6	0.0123481	121.059	242.118
2000	7.3	0.2286	39.6	0.0123481	117.809	235.618
2500	7.3	0.2286	39.6	0.0123481	116.559	233.118
3150	7.3	0.2286	39.6	0.0123481	114.309	228.618
4000	7.3	0.2286	39.6	0.0123481	114.079	228.158
5000	7.3	0.2286	39.6	0.0123481	111.959	223.918
6300	7.3	0.2286	39.6	0.0123481	110.839	221.678
200	7.3	0.2286	31.7	0.0132672	128.679	257.358
250	7.3	0.2286	31.7	0.0132672	130.089	260.178
315	7.3	0.2286	31.7	0.0132672	130.239	260.478
400	7.3	0.2286	31.7	0.0132672	130.269	260.538
500	7.3	0.2286	31.7	0.0132672	128.169	256.338
630	7.3	0.2286	31.7	0.0132672	126.189	252.378
800	7.3	0.2286	31.7	0.0132672	123.209	246.418
1000	7.3	0.2286	31.7	0.0132672	119.099	238.198
1250	7.3	0.2286	31.7	0.0132672	120.509	241.018
1600	7.3	0.2286	31.7	0.0132672	119.039	238.078
2000	7.3	0.2286	31.7	0.0132672	115.309	230.618
2500	7.3	0.2286	31.7	0.0132672	114.709	229.418
3150	7.3	0.2286	31.7	0.0132672	113.229	226.458
4000	7.3	0.2286	31.7	0.0132672	112.639	225.278
5000	7.3	0.2286	31.7	0.0132672	111.029	222.058
6300	7.3	0.2286	31.7	0.0132672	110.689	221.378
800	0	0.1524	71.3	0.0015988	125.817	251.634
1000	0	0.1524	71.3	0.0015988	127.307	254.614
1250	0	0.1524	71.3	0.0015988	128.927	257.854
1600	0	0.1524	71.3	0.0015988	129.667	259.334
2000	0	0.1524	71.3	0.0015988	128.647	257.294
2500	0	0.1524	71.3	0.0015988	128.127	256.254
3150	0	0.1524	71.3	0.0015988	129.377	258.754
4000	0	0.1524	71.3	0.0015988	128.857	257.714
5000	0	0.1524	71.3	0.0015988	126.457	252.914
6300	0	0.1524	71.3	0.0015988	125.427	250.854
8000	0	0.1524	71.3	0.0015988	122.527	245.054
10000	0	0.1524	71.3	0.0015988	120.247	240.494
12500	0	0.1524	71.3	0.0015988	117.087	234.174
16000	0	0.1524	71.3	0.0015988	113.297	226.594
500	0	0.1524	55.5	0.00172668	120.573	241.146
630	0	0.1524	55.5	0.00172668	123.583	247.166
800	0	0.1524	55.5	0.00172668	126.713	253.426
1000	0	0.1524	55.5	0.00172668	128.583	257.166
1250	0	0.1524	55.5	0.00172668	129.953	259.906
1600	0	0.1524	55.5	0.00172668	130.183	260.366
2000	0	0.1524	55.5	0.00172668	129.673	259.346
2500	0	0.1524	55.5	0.00172668	127.763	255.526
3150	0	0.1524	55.5	0.00172668	127.753	255.506
4000	0	0.1524	55.5	0.00172668	127.233	254.466
5000	0	0.1524	55.5	0.00172668	125.203	250.406
6300	0	0.1524	55.5	0.00172668	123.303	246.606
8000	0	0.1524	55.5	0.00172668	121.903	243.806
10000	0	0.1524	55.5	0.00172668	119.253	238.506
12500	0	0.1524	55.5	0.00172668	117.093	234.186
16000	0	0.1524	55.5	0.00172668	112.803	225.606
500	0	0.1524	39.6	0.00193287	119.513	239.026
630	0	0.1524	39.6	0.00193287	124.403	248.806
800	0	0.1524	39.6	0.00193287	127.903	255.806
1000	0	0.1524	39.6	0.00193287	130.033	260.066
1250	0	0.1524	39.6	0.00193287	131.023	262.046
1600	0	0.1524	39.6	0.00193287	131.013	262.026
2000	0	0.1524	39.6	0.00193287	129.633	259.266
2500	0	0.1524	39.6	0.00193287	126.863	253.726
3150	0	0.1524	39.6	0.00193287	125.603	251.206
4000	0	0.1524	39.6	0.00193287	125.343	250.686
5000	0	0.1524	39.6	0.00193287	123.453	246.906
6300	0	0.1524	39.6	0.00193287	121.313	242.626
